Gene_symbol	Gene_Ensembl_ID	Dataset	Disease	x_labels	mean	median	sd	plot_api	MONDO	RMTL	EFO
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Liver (N = 226)	0.48	0.13	1.12		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Lung (N = 578)	0.69	0.29	1.5		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Testis (N = 361)	6.66	6.82	1.7		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Teratoma	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Pineoblastoma (N = 5)	10.77	14.31	6.76		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Artery - Tibial (N = 663)	0.37	0.2	0.54		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Bladder (N = 21)	1.03	0.73	0.76		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Blood (N = 755)	0.05	0.03	0.08		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Amygdala (N = 152)	2.43	2.09	1.48		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Cerebellum (N = 456)	1.01	0.96	0.52		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Liver (N = 226)	0.48	0.13	1.12		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Lung (N = 578)	0.69	0.29	1.5		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Testis (N = 361)	6.66	6.82	1.7		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Glial-neuronal tumor NOS (N = 7)	4.78	3.42	3.45		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Artery - Tibial (N = 663)	0.37	0.2	0.54		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Bladder (N = 21)	1.03	0.73	0.76		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Blood (N = 755)	0.05	0.03	0.08		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Amygdala (N = 152)	2.43	2.09	1.48		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Cerebellum (N = 456)	1.01	0.96	0.52		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Liver (N = 226)	0.48	0.13	1.12		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Lung (N = 578)	0.69	0.29	1.5		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Testis (N = 361)	6.66	6.82	1.7		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
