gene	ENSG_id	cohort	cancer_group	x_labels	mean	median	sd	efo_code	mondo_code	uberon_code	plot_api
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Diffuse intrinsic pontine glioma (N = 10)	3.87	3.24	2.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Schwannoma (N = 19)	0.89	0.37	0.99	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Schwannoma (N = 19)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Dysembryoplastic neuroepithelial tumor (N = 24)	4.06	3.26	3.23	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
