Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
SLC1A6	0	0	0	0	2	0	0	0	0	2	2	2
SLC22A18	0	0	0	0	2	0	0	0	0	2	2	2
SLC22A24	0	0	0	0	2	0	0	0	0	2	2	2
SLC22A6	0	0	0	0	2	0	0	0	0	2	2	2
SLC22A8	1	0	0	0	1	0	0	0	0	2	2	2
SLC25A10	0	0	0	0	2	0	0	0	0	2	2	2
SLC25A12	0	0	0	0	2	0	0	0	0	2	2	2
SLC25A14	0	0	0	0	2	0	0	0	0	2	2	2
SLC25A24	0	0	0	0	2	0	0	0	0	2	2	2
SLC25A26	0	0	0	0	1	0	0	0	1	2	2	2
SLC25A27	0	0	0	0	1	1	0	0	0	2	2	2
SLC25A28	0	0	0	0	1	0	0	0	1	2	2	2
SLC26A10	0	0	0	0	2	0	0	0	0	2	2	2
SLC26A6	0	0	0	0	2	0	0	0	0	2	2	2
SLC27A3	0	0	0	0	1	0	0	1	0	2	2	2
SLC29A1	0	0	0	0	2	0	0	0	0	2	2	2
SLC2A5	0	0	0	0	2	0	0	0	0	2	2	2
SLC2A9	0	0	0	0	2	0	0	0	0	2	2	2
SLC30A2	0	0	0	0	2	0	0	0	0	2	2	2
SLC35A5	0	0	0	0	2	0	0	0	0	2	2	2
SLC35B3	0	0	0	0	2	0	0	0	0	2	2	2
SLC35E4	0	0	0	0	2	0	0	0	0	2	2	2
SLC35F2	0	0	0	0	2	0	0	0	0	2	2	2
SLC35F6	0	0	0	0	2	0	0	0	0	2	2	2
SLC35G1	0	0	0	0	2	0	0	0	0	2	2	2
SLC35G3	0	0	0	0	2	0	0	0	0	2	2	2
SLC37A1	0	0	0	0	2	0	0	0	0	2	2	2
SLC38A3	0	0	0	0	2	0	0	0	0	2	2	2
SLC39A10	0	1	0	0	1	0	0	0	0	2	2	2
SLC39A5	0	0	0	0	2	0	0	0	0	2	2	2
SLC39A7	0	0	0	0	2	0	0	0	0	2	2	2
SLC39A8	0	0	0	0	2	0	0	0	0	2	2	2
SLC3A2	0	0	0	0	2	0	0	0	0	2	2	2
SLC44A2	0	0	0	0	2	0	0	0	0	2	2	2
SLC47A1	0	0	0	0	2	0	0	0	0	2	2	2
SLC6A11	0	0	0	0	2	0	0	0	0	2	2	2
SLC6A14	0	0	0	0	2	0	0	0	0	2	2	2
SLC8A3	0	0	0	0	2	0	0	0	0	2	2	2
SLC8B1	0	0	0	0	2	0	0	0	0	2	2	2
SLC9A9	0	0	0	0	2	0	0	0	0	2	2	2
SLF1	0	1	0	0	1	0	0	0	0	2	2	2
SLFNL1	0	0	1	0	1	0	0	0	0	2	2	2
SLITRK4	0	0	0	0	2	0	0	0	0	2	2	2
SMARCA1	0	0	0	0	1	1	0	0	0	2	2	2
SMARCAL1	0	0	0	0	2	0	0	0	0	2	2	2
SMARCE1	0	0	0	0	1	0	0	1	0	2	2	2
SMC3	0	0	0	0	2	0	0	0	0	2	2	2
SMCO3	0	1	0	0	1	0	0	0	0	2	2	2
SMCP	0	0	0	0	2	0	0	0	0	2	2	2
SMDT1	0	0	0	0	2	0	0	0	0	2	2	2
SMG1P4	0	0	0	0	0	0	0	2	0	2	2	2
SMIM10	0	0	0	0	2	0	0	0	0	2	2	2
SMIM23	0	0	0	0	2	0	0	0	0	2	2	2
SMIM37	0	0	0	0	2	0	0	0	0	2	2	2
SMPD1	0	0	0	0	2	0	0	0	0	2	2	2
SMPDL3A	0	0	0	0	2	0	0	0	0	2	2	2
SMPDL3B	0	0	0	0	2	0	0	0	0	2	2	2
SMYD3	0	0	0	0	2	0	0	0	0	2	2	2
SNAP29	0	0	0	0	1	1	0	0	0	2	2	2
SNAPC1	0	1	0	0	1	0	0	0	0	2	2	2
SNRNP48	0	0	0	0	2	0	0	0	0	2	2	2
SNX1	0	0	0	0	2	0	0	0	0	2	2	2
SNX16	0	0	0	0	2	0	0	0	0	2	2	2
SNX22	1	0	0	0	1	0	0	0	0	2	2	2
SNX7	0	0	0	0	1	0	0	0	1	2	2	2
SNX8	0	0	0	0	2	0	0	0	0	2	2	2
SOCS1	0	0	0	0	2	0	0	0	0	2	2	2
SOD1	1	0	0	0	1	0	0	0	0	2	2	2
SOHLH1	0	0	0	0	2	0	0	0	0	2	2	2
SOHLH2	0	0	0	0	1	1	0	0	0	2	2	2
SOSTDC1	0	0	0	0	2	0	0	0	0	2	2	2
SP140	0	0	0	0	2	0	0	0	0	2	2	2
SP6	0	0	0	0	2	0	0	0	0	2	2	2
SPANXC	0	0	0	0	2	0	0	0	0	2	2	2
SPANXN3	0	1	0	0	1	0	0	0	0	2	2	2
SPANXN4	0	0	0	0	2	0	0	0	0	2	2	2
SPAST	1	0	0	0	1	0	0	0	0	2	2	2
SPATA18	0	0	0	0	0	2	0	0	0	2	2	2
SPATA24	0	0	0	0	2	0	0	0	0	2	2	2
SPATA2L	0	0	0	0	2	0	0	0	0	2	2	2
SPATA48	0	0	0	0	2	0	0	0	0	2	2	2
SPATA5	0	0	0	0	2	0	0	0	0	2	2	2
SPATC1L	0	0	0	0	2	0	0	0	0	2	2	2
SPATS2	1	0	0	0	1	0	0	0	0	2	2	2
SPC24	0	0	0	0	2	0	0	0	0	2	2	2
SPDL1	0	0	1	0	1	0	0	0	0	2	2	2
SPDYE16	0	0	0	0	2	0	0	0	0	2	2	2
SPDYE3	0	0	0	0	2	0	0	0	0	2	2	2
SPHK2	0	0	0	0	2	0	0	0	0	2	2	2
SPINT2	0	0	0	0	2	0	0	0	0	2	2	2
SPN	0	0	0	0	2	0	0	0	0	2	2	2
SPRR3	0	0	0	0	2	0	0	0	0	2	2	2
SPRTN	0	0	0	0	2	0	0	0	0	2	2	2
SPRY2	0	0	0	0	2	0	0	0	0	2	2	2
SPSB2	0	0	0	0	2	0	0	0	0	2	2	2
SPSB3	0	0	0	0	2	0	0	0	0	2	2	2
SPX	0	0	0	0	2	0	0	0	0	2	2	2
SRD5A1	0	0	0	0	2	0	0	0	0	2	2	2
SRM	0	0	0	0	1	0	0	0	1	2	2	2
SRPK1	0	0	0	0	2	0	0	0	0	2	2	2
SRPRB	0	0	0	0	2	0	0	0	0	2	2	2
SRR	0	0	0	0	2	0	0	0	0	2	2	2
SRRD	0	0	0	0	1	0	0	0	1	2	2	2
SRSF1	0	0	0	0	2	0	0	0	0	2	2	2
SRSF11	0	0	0	0	2	0	0	0	0	2	2	2
SRSF2	0	0	0	0	2	0	0	0	0	2	2	2
SRSF6	0	0	0	0	2	0	0	0	0	2	2	2
SRSF8	0	0	0	0	2	0	0	0	0	2	2	2
SRSF9	0	0	0	0	2	0	0	0	0	2	2	2
SS18L1	0	0	0	0	2	0	0	0	0	2	2	2
SSNA1	1	0	0	0	1	0	0	0	0	2	2	2
SSX5	0	0	0	0	2	0	0	0	0	2	2	2
ST18	0	0	0	0	1	1	0	0	0	2	2	2
ST3GAL1	0	0	0	0	2	0	0	0	0	2	2	2
ST3GAL5	0	0	0	0	2	0	0	0	0	2	2	2
STAC2	0	0	0	0	2	0	0	0	0	2	2	2
STAR	0	0	0	0	2	0	0	0	0	2	2	2
STAT1	0	0	0	0	1	0	0	1	0	2	2	2
STAT3	1	0	0	0	1	0	0	0	0	2	2	2
STAU1	0	0	0	0	2	0	0	0	0	2	2	2
STEAP1	0	0	0	0	2	0	0	0	0	2	2	2
STEAP4	0	0	0	0	2	0	0	0	0	2	2	2
STK19	1	0	0	0	1	0	0	0	0	2	2	2
STK38L	0	0	0	0	1	1	0	0	0	2	2	2
STOML1	0	0	0	0	2	0	0	0	0	2	2	2
STOML3	0	0	0	0	1	0	0	1	0	2	2	2
STON1-GTF2A1L	1	0	0	0	1	0	0	0	0	2	2	2
STPG2	0	0	0	0	2	0	0	0	0	2	2	2
STRADB	0	0	0	0	0	2	0	0	0	2	2	2
STUB1	0	0	0	0	2	0	0	0	0	2	2	2
STX16	0	0	0	0	2	0	0	0	0	2	2	2
STX17	0	0	0	0	2	0	0	0	0	2	2	2
STX6	0	0	0	0	2	0	0	0	0	2	2	2
STXBP6	0	0	0	0	2	0	0	0	0	2	2	2
STYK1	0	0	0	0	2	0	0	0	0	2	2	2
SUCLA2	0	0	0	0	1	0	0	1	0	2	2	2
SUFU	0	0	0	0	1	0	0	1	0	2	2	2
SUGP1	0	0	0	0	2	0	0	0	0	2	2	2
SULT1A1	0	0	0	0	2	0	0	0	0	2	2	2
SULT1B1	0	0	0	0	2	0	0	0	0	2	2	2
SULT1C2	0	0	0	0	2	0	0	0	0	2	2	2
SUMF2	0	0	0	0	1	0	0	1	0	2	2	2
SUMO1	0	0	0	0	1	0	0	1	0	2	2	2
SUMO4	0	0	0	0	2	0	0	0	0	2	2	2
SUN5	0	0	0	0	2	0	0	0	0	2	2	2
SUPT3H	0	0	0	0	1	0	0	1	0	2	2	2
SURF2	0	0	1	0	1	0	0	0	0	2	2	2
SUSD4	0	0	0	0	2	0	0	0	0	2	2	2
SUZ12	0	1	1	0	0	0	0	0	0	2	2	2
SYCP2L	0	0	0	0	2	0	0	0	0	2	2	2
SYDE1	0	0	0	0	2	0	0	0	0	2	2	2
SYNC	0	0	0	0	2	0	0	0	0	2	2	2
SYNCRIP	0	0	0	0	2	0	0	0	0	2	2	2
SYNDIG1L	0	0	0	0	2	0	0	0	0	2	2	2
SYNPO2	0	0	0	0	2	0	0	0	0	2	2	2
SYT1	0	0	0	0	1	1	0	0	0	2	2	2
SYT12	0	0	0	0	2	0	0	0	0	2	2	2
SYT4	0	0	0	0	2	0	0	0	0	2	2	2
SZRD1	0	0	0	0	2	0	0	0	0	2	2	2
TAAR5	0	0	0	0	2	0	0	0	0	2	2	2
TACC1	0	0	0	0	2	0	0	0	0	2	2	2
TACR1	0	0	0	0	2	0	0	0	0	2	2	2
TADA1	0	0	0	0	2	0	0	0	0	2	2	2
TAF11	0	0	0	0	2	0	0	0	0	2	2	2
TAF1A	0	0	0	0	2	0	0	0	0	2	2	2
TAF2	0	0	0	0	2	0	0	0	0	2	2	2
TAF9	0	0	1	0	0	1	0	0	0	2	2	2
TAS2R1	0	0	0	0	2	0	0	0	0	2	2	2
TAS2R3	0	0	0	0	2	0	0	0	0	2	2	2
TAS2R40	0	0	0	0	2	0	0	0	0	2	2	2
TAS2R42	0	1	0	0	1	0	0	0	0	2	2	2
TASP1	0	0	0	0	2	0	0	0	0	2	2	2
TATDN2	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D14	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D15	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D20	0	0	0	0	1	1	0	0	0	2	2	2
TBC1D21	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D24	0	0	0	0	1	0	0	1	0	2	2	2
TBC1D2B	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D5	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D7	0	0	0	0	2	0	0	0	0	2	2	2
TBCCD1	0	0	0	0	2	0	0	0	0	2	2	2
TBX15	0	0	0	0	2	0	0	0	0	2	2	2
TBX18-AS1	0	0	0	0	0	0	0	2	0	2	2	2
TCAF2	1	0	0	0	1	0	0	0	0	2	2	2
TCEAL5	0	0	0	0	1	0	0	1	0	2	2	2
TCN1	0	0	0	0	2	0	0	0	0	2	2	2
TDP1	0	0	0	0	2	0	0	0	0	2	2	2
TDRD1	0	0	0	0	2	0	0	0	0	2	2	2
TEAD1	0	0	0	0	2	0	0	0	0	2	2	2
TEAD3	0	0	0	0	2	0	0	0	0	2	2	2
TEC	0	0	0	0	2	0	0	0	0	2	2	2
TEDC1	0	0	0	0	2	0	0	0	0	2	2	2
TEKT3	0	0	0	0	2	0	0	0	0	2	2	2
TEKT5	0	0	0	0	1	1	0	0	0	2	2	2
TENT5D	0	0	0	0	2	0	0	0	0	2	2	2
TERF2IP	1	0	0	0	1	0	0	0	0	2	2	2
TESMIN	0	0	0	0	0	0	0	0	2	2	2	2
TEX11	0	0	0	0	2	0	0	0	0	2	2	2
TFAP2B	0	0	0	0	2	0	0	0	0	2	2	2
TFAP4	0	0	0	0	2	0	0	0	0	2	2	2
TFB1M	0	1	0	0	1	0	0	0	0	2	2	2
TFG	0	0	0	0	2	0	0	0	0	2	2	2
TFPI	1	0	0	0	1	0	0	0	0	2	2	2
TGFB3	0	0	0	0	2	0	0	0	0	2	2	2
TGFBR3L	0	0	0	0	2	0	0	0	0	2	2	2
TGIF1	0	0	0	0	2	0	0	0	0	2	2	2
TGM5	0	0	0	0	2	0	0	0	0	2	2	2
THAP10	0	0	0	0	2	0	0	0	0	2	2	2
THEM4	0	0	0	0	2	0	0	0	0	2	2	2
THNSL1	0	0	0	0	2	0	0	0	0	2	2	2
THPO	0	0	0	0	2	0	0	0	0	2	2	2
THRSP	0	0	0	0	2	0	0	0	0	2	2	2
THUMPD1	0	0	0	0	2	0	0	0	0	2	2	2
TIA1	1	0	0	0	0	0	0	1	0	2	2	2
TIAM2	0	0	0	0	2	0	0	0	0	2	2	2
TIGD3	0	0	0	0	2	0	0	0	0	2	2	2
TIGD6	0	0	0	0	2	0	0	0	0	2	2	2
TIMM17A	0	0	0	0	2	0	0	0	0	2	2	2
TIMM21	0	0	0	0	2	0	0	0	0	2	2	2
TIMMDC1	0	0	0	0	2	0	0	0	0	2	2	2
TIRAP	0	0	0	0	2	0	0	0	0	2	2	2
TJAP1	0	0	0	0	2	0	0	0	0	2	2	2
TJP3	0	0	0	0	1	0	0	1	0	2	2	2
TK2	0	0	0	0	2	0	0	0	0	2	2	2
TLDC1	0	0	0	0	2	0	0	0	0	2	2	2
TLE6	0	0	0	0	2	0	0	0	0	2	2	2
TLNRD1	0	0	0	0	2	0	0	0	0	2	2	2
TLR8	0	0	0	0	2	0	0	0	0	2	2	2
TLX2	0	0	0	0	2	0	0	0	0	2	2	2
TM2D1	0	0	0	0	2	0	0	0	0	2	2	2
TM2D3	0	0	0	0	2	0	0	0	0	2	2	2
TM4SF19	0	0	0	0	2	0	0	0	0	2	2	2
TMC5	0	0	0	0	2	0	0	0	0	2	2	2
TMCC1	0	0	1	0	1	0	0	0	0	2	2	2
TMCO1	0	0	0	0	2	0	0	0	0	2	2	2
TMCO4	0	0	0	0	2	0	0	0	0	2	2	2
TMED9	0	0	0	0	2	0	0	0	0	2	2	2
TMEM109	0	0	0	0	1	1	0	0	0	2	2	2
TMEM130	1	0	0	0	1	0	0	0	0	2	2	2
TMEM154	0	0	0	0	1	0	0	1	0	2	2	2
TMEM161A	0	0	0	0	2	0	0	0	0	2	2	2
TMEM173	0	0	0	0	2	0	0	0	0	2	2	2
TMEM176A	0	0	0	0	2	0	0	0	0	2	2	2
TMEM179	0	0	0	0	2	0	0	0	0	2	2	2
TMEM220	0	0	0	0	2	0	0	0	0	2	2	2
TMEM229A	0	0	2	0	0	0	0	0	0	2	2	2
TMEM231	0	0	0	0	2	0	0	0	0	2	2	2
TMEM233	0	0	0	0	2	0	0	0	0	2	2	2
TMEM236	0	0	0	0	2	0	0	0	0	2	2	2
TMEM240	0	0	0	0	2	0	0	0	0	2	2	2
TMEM255B	0	0	0	0	2	0	0	0	0	2	2	2
TMEM26	0	0	0	0	2	0	0	0	0	2	2	2
TMEM262	0	0	0	0	2	0	0	0	0	2	2	2
TMEM270	0	0	0	0	2	0	0	0	0	2	2	2
TMEM39B	0	0	0	0	2	0	0	0	0	2	2	2
TMEM42	0	0	0	0	2	0	0	0	0	2	2	2
TMEM45A	0	0	0	0	2	0	0	0	0	2	2	2
TMEM50A	0	0	0	0	2	0	0	0	0	2	2	2
TMEM70	0	0	0	0	2	0	0	0	0	2	2	2
TMEM72	0	0	0	0	2	0	0	0	0	2	2	2
TMEM74	0	0	0	0	2	0	0	0	0	2	2	2
TMEM87A	0	0	0	0	2	0	0	0	0	2	2	2
TMEM97	0	2	0	0	0	0	0	0	0	2	2	2
TMEM9B	0	0	0	0	2	0	0	0	0	2	2	2
TMF1	0	0	0	0	2	0	0	0	0	2	2	2
TMIGD3	0	0	0	0	2	0	0	0	0	2	2	2
TMLHE	0	0	0	0	0	2	0	0	0	2	2	2
TMOD2	0	0	0	0	2	0	0	0	0	2	2	2
TMOD4	0	0	0	0	2	0	0	0	0	2	2	2
TMPRSS11A	0	0	0	0	1	1	0	0	0	2	2	2
TMPRSS11D	0	0	0	0	2	0	0	0	0	2	2	2
TMPRSS6	0	0	0	0	2	0	0	0	0	2	2	2
TMSB4X	0	0	0	0	0	0	0	2	0	2	2	2
TMTC2	0	0	0	0	2	0	0	0	0	2	2	2
TNFAIP1	0	0	0	0	2	0	0	0	0	2	2	2
TNFAIP6	0	2	0	0	0	0	0	0	0	2	2	2
TNFAIP8	0	0	0	0	2	0	0	0	0	2	2	2
TNFAIP8L2	0	0	0	0	2	0	0	0	0	2	2	2
TNFAIP8L3	0	0	0	0	2	0	0	0	0	2	2	2
TNFRSF10D	0	0	0	0	2	0	0	0	0	2	2	2
TNFRSF12A	0	0	0	0	1	0	0	0	1	2	2	2
TNFRSF14	0	0	0	0	2	0	0	0	0	2	2	2
TNFRSF18	0	0	0	0	2	0	0	0	0	2	2	2
TNFRSF1A	0	0	0	0	2	0	0	0	0	2	2	2
TNFRSF1B	0	0	0	0	2	0	0	0	0	2	2	2
TNFRSF9	0	0	0	0	2	0	0	0	0	2	2	2
TNFSF12-TNFSF13	0	0	0	0	1	0	0	0	1	2	2	2
TNNC2	0	0	0	0	2	0	0	0	0	2	2	2
TOE1	0	0	0	0	2	0	0	0	0	2	2	2
TOM1L2	0	0	0	0	2	0	0	0	0	2	2	2
TOR2A	0	0	0	0	2	0	0	0	0	2	2	2
TP53I3	0	0	0	0	2	0	0	0	0	2	2	2
TPD52L1	0	0	0	0	2	0	0	0	0	2	2	2
TPGS2	0	0	0	0	2	0	0	0	0	2	2	2
TPH1	0	0	0	0	2	0	0	0	0	2	2	2
TPK1	0	0	0	0	2	0	0	0	0	2	2	2
TPM3	0	0	0	0	2	0	0	0	0	2	2	2
TPPP	0	0	0	0	2	0	0	0	0	2	2	2
TPT1	0	0	0	0	1	0	0	1	0	2	2	2
TPX2	0	0	0	0	2	0	0	0	0	2	2	2
TRAF2	0	0	0	0	2	0	0	0	0	2	2	2
TRAF6	0	0	0	0	2	0	0	0	0	2	2	2
TRAFD1	0	0	0	0	1	1	0	0	0	2	2	2
TRAM2	0	0	0	0	2	0	0	0	0	2	2	2
TRAV4	0	0	0	0	2	0	0	0	0	2	2	2
TRAV8-4	0	0	0	0	2	0	0	0	0	2	2	2
TRAV8-7	0	0	0	0	2	0	0	0	0	2	2	2
TRBV10-3	0	0	0	0	2	0	0	0	0	2	2	2
TRBV20OR9-2	0	0	0	0	2	0	0	0	0	2	2	2
TRBV28	0	0	0	0	2	0	0	0	0	2	2	2
TRBV29-1	0	0	0	0	2	0	0	0	0	2	2	2
TRBV4-2	0	0	0	0	2	0	0	0	0	2	2	2
TRDV2	0	0	0	0	1	1	0	0	0	2	2	2
TREML1	0	0	0	0	1	0	0	1	0	2	2	2
TRGC2	0	0	0	0	2	0	0	0	0	2	2	2
TRGJP1	0	0	0	0	2	0	0	0	0	2	2	2
TRGV11	0	0	0	0	0	2	0	0	0	2	2	2
TRGV3	0	0	0	0	2	0	0	0	0	2	2	2
TRIM16	0	0	0	0	2	0	0	0	0	2	2	2
TRIM39	0	0	0	0	2	0	0	0	0	2	2	2
TRIM48	0	0	0	0	2	0	0	0	0	2	2	2
TRIM6	0	0	0	0	2	0	0	0	0	2	2	2
TRIM75P	0	0	0	0	2	0	0	0	0	2	2	2
TRIP13	0	0	0	0	1	1	0	0	0	2	2	2
TRIP6	0	0	0	0	2	0	0	0	0	2	2	2
TRMT10B	0	0	0	0	2	0	0	0	0	2	2	2
TRMT1L	0	0	0	0	2	0	0	0	0	2	2	2
TRMT61B	0	0	0	0	2	0	0	0	0	2	2	2
TRPV4	0	0	0	0	2	0	0	0	0	2	2	2
TSC1	0	0	1	0	0	1	0	0	0	2	2	2
TSEN54	0	1	0	0	0	0	0	1	0	2	2	2
TSPAN14	0	0	0	0	1	0	0	1	0	2	2	2
TSPAN3	0	0	0	0	2	0	0	0	0	2	2	2
TSPAN4	0	0	0	0	2	0	0	0	0	2	2	2
TSPO	0	0	0	0	2	0	0	0	0	2	2	2
TSPYL5	1	0	0	0	1	0	0	0	0	2	2	2
TSSC4	0	0	0	0	2	0	0	0	0	2	2	2
TTC1	0	0	0	0	2	0	0	0	0	2	2	2
TTC30B	0	0	0	0	2	0	0	0	0	2	2	2
TTC31	0	0	0	0	1	1	0	0	0	2	2	2
TTC7A	0	0	0	0	2	0	0	0	0	2	2	2
TTF1	0	1	0	0	1	0	0	0	0	2	2	2
TTLL2	0	0	0	0	2	0	0	0	0	2	2	2
TTLL4	1	0	0	0	1	0	0	0	0	2	2	2
TTPA	1	0	0	0	0	0	0	1	0	2	2	2
TTPAL	0	0	0	0	2	0	0	0	0	2	2	2
TUB	0	0	0	0	2	0	0	0	0	2	2	2
TUBA1B	0	0	0	0	1	0	0	1	0	2	2	2
TUBA1C	0	0	0	0	2	0	0	0	0	2	2	2
TUBA3C	0	0	0	0	2	0	0	0	0	2	2	2
TUBA4B	0	0	0	0	2	0	0	0	0	2	2	2
TUBG1	0	0	0	0	2	0	0	0	0	2	2	2
TUBG2	0	0	1	0	1	0	0	0	0	2	2	2
TVP23A	0	1	0	0	1	0	0	0	0	2	2	2
TWF1	0	0	0	0	2	0	0	0	0	2	2	2
TXNDC16	0	0	0	0	2	0	0	0	0	2	2	2
TXNDC9	0	0	0	0	2	0	0	0	0	2	2	2
TYROBP	0	0	0	0	2	0	0	0	0	2	2	2
TYRP1	0	0	0	0	2	0	0	0	0	2	2	2
TYW3	0	0	0	0	2	0	0	0	0	2	2	2
UBA5	0	0	0	0	2	0	0	0	0	2	2	2
UBA7	0	0	0	0	2	0	0	0	0	2	2	2
UBAC1	0	0	0	0	2	0	0	0	0	2	2	2
UBE2A	0	0	0	0	2	0	0	0	0	2	2	2
UBE2E1	0	0	0	0	2	0	0	0	0	2	2	2
UBE2F	0	0	0	0	2	0	0	0	0	2	2	2
UBE2M	0	0	0	0	2	0	0	0	0	2	2	2
UBE2Q1	0	0	0	0	2	0	0	0	0	2	2	2
UBE2W	0	1	0	0	1	0	0	0	0	2	2	2
UBE2Z	0	0	0	0	2	0	0	0	0	2	2	2
UBE3A	0	0	0	0	2	0	0	0	0	2	2	2
UBE3B	0	0	0	0	1	1	0	0	0	2	2	2
UBFD1	0	0	0	0	2	0	0	0	0	2	2	2
UBQLN2	1	0	0	0	1	0	0	0	0	2	2	2
UBTD2	0	1	0	0	1	0	0	0	0	2	2	2
UBXN8	0	0	0	0	2	0	0	0	0	2	2	2
UCK2	0	0	0	0	2	0	0	0	0	2	2	2
UCMA	0	0	0	0	2	0	0	0	0	2	2	2
UCN3	0	0	0	0	2	0	0	0	0	2	2	2
UCP1	0	0	0	0	2	0	0	0	0	2	2	2
UCP2	0	0	0	0	2	0	0	0	0	2	2	2
UFD1	0	0	0	0	0	0	0	2	0	2	2	2
UGCG	0	1	0	0	0	0	0	0	1	2	2	2
UGT1A1	0	0	0	0	2	0	0	0	0	2	2	2
UGT1A8	0	0	0	0	1	1	0	0	0	2	2	2
UGT2B11	0	0	0	0	2	0	0	0	0	2	2	2
UGT2B15	0	0	0	0	2	0	0	0	0	2	2	2
UHMK1	0	0	0	0	2	0	0	0	0	2	2	2
UNC50	0	0	0	0	2	0	0	0	0	2	2	2
UNG	0	0	0	0	0	2	0	0	0	2	2	2
UPK2	0	1	0	0	1	0	0	0	0	2	2	2
UPK3BL1	0	0	1	0	1	0	0	0	0	2	2	2
UPP1	0	0	0	0	2	0	0	0	0	2	2	2
UQCRC1	0	0	0	0	1	0	0	1	0	2	2	2
UQCRFS1	0	0	0	0	2	0	0	0	0	2	2	2
URI1	0	0	0	0	2	0	0	0	0	2	2	2
UROD	0	0	0	0	1	0	0	1	0	2	2	2
UROS	0	0	0	0	2	0	0	0	0	2	2	2
USF1	0	0	0	0	2	0	0	0	0	2	2	2
USP17L7	0	0	0	0	2	0	0	0	0	2	2	2
USP28	1	0	0	0	1	0	0	0	0	2	2	2
USP29	0	0	0	0	2	0	0	0	0	2	2	2
USP33	0	0	0	0	2	0	0	0	0	2	2	2
USP44	0	0	0	0	1	1	0	0	0	2	2	2
USP46	0	0	0	0	2	0	0	0	0	2	2	2
USP47	0	0	0	0	1	1	0	0	0	2	2	2
USP50	1	0	0	0	1	0	0	0	0	2	2	2
USP51	0	0	0	0	2	0	0	0	0	2	2	2
UTP11	0	0	0	0	2	0	0	0	0	2	2	2
VASH1	0	0	0	0	2	0	0	0	0	2	2	2
VEGFA	0	0	0	0	2	0	0	0	0	2	2	2
VEZF1	0	0	1	0	1	0	0	0	0	2	2	2
VHLL	0	0	0	0	2	0	0	0	0	2	2	2
VIPR2	0	0	0	0	2	0	0	0	0	2	2	2
VMA21	0	0	0	0	2	0	0	0	0	2	2	2
VSIG4	0	0	0	0	2	0	0	0	0	2	2	2
VSTM2L	0	0	0	0	2	0	0	0	0	2	2	2
VSTM5	0	0	0	0	1	0	0	0	1	2	2	2
VSX2	0	0	0	0	2	0	0	0	0	2	2	2
VTA1	0	0	0	0	2	0	0	0	0	2	2	2
VTCN1	0	0	0	0	2	0	0	0	0	2	2	2
VWA5A	0	0	0	0	2	0	0	0	0	2	2	2
VWA5B1	0	0	0	0	2	0	0	0	0	2	2	2
VXN	0	0	0	0	2	0	0	0	0	2	2	2
WARS	0	0	0	0	2	0	0	0	0	2	2	2
WASF1	0	0	0	0	2	0	0	0	0	2	2	2
WASHC5	1	0	0	0	1	0	0	0	0	2	2	2
WDR17	0	0	0	0	2	0	0	0	0	2	2	2
WDR33	0	0	0	0	1	1	0	0	0	2	2	2
WDR34	0	0	0	0	2	0	0	0	0	2	2	2
WDR5	0	0	0	0	2	0	0	0	0	2	2	2
WDR53	0	0	0	0	2	0	0	0	0	2	2	2
WDR63	0	0	0	0	1	0	0	1	0	2	2	2
WDR75	0	0	0	0	2	0	0	0	0	2	2	2
WDR93	0	0	0	0	1	1	0	0	0	2	2	2
WDYHV1	0	0	0	0	2	0	0	0	0	2	2	2
WFDC1	0	0	0	0	2	0	0	0	0	2	2	2
WFDC2	0	0	0	0	2	0	0	0	0	2	2	2
WFDC5	0	0	0	0	1	1	0	0	0	2	2	2
WIF1	0	0	0	0	2	0	0	0	0	2	2	2
WIPF2	0	0	0	0	2	0	0	0	0	2	2	2
WIPI2	0	0	0	0	2	0	0	0	0	2	2	2
WNT2	0	0	0	0	2	0	0	0	0	2	2	2
WNT2B	0	0	0	0	2	0	0	0	0	2	2	2
WRAP53	0	0	0	0	2	0	0	0	0	2	2	2
WRAP73	0	0	0	0	2	0	0	0	0	2	2	2
WTIP	0	0	0	0	2	0	0	0	0	2	2	2
WWTR1	1	0	0	0	1	0	0	0	0	2	2	2
XAF1	0	0	0	0	2	0	0	0	0	2	2	2
XG	0	0	0	0	2	0	0	0	0	2	2	2
XKR5	0	0	0	0	2	0	0	0	0	2	2	2
XPNPEP2	0	0	0	0	1	0	0	1	0	2	2	2
XPO1	0	0	0	0	2	0	0	0	0	2	2	2
XRCC3	0	0	0	0	1	0	0	1	0	2	2	2
XRCC5	0	0	0	0	1	1	0	0	0	2	2	2
XYLB	0	0	0	0	2	0	0	0	0	2	2	2
YARS	0	0	0	0	1	0	0	1	0	2	2	2
YIF1B	0	0	0	0	1	0	0	1	0	2	2	2
YIPF1	0	0	0	0	1	1	0	0	0	2	2	2
YJU2	0	0	0	0	1	1	0	0	0	2	2	2
